level_0,index,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,avg_price,avg_monthly_price,avg_weekly_price,zipcode_count,avg_security_deposit,avg_cleaning_fee
6072,6072,Sunshine West,16 Mapledene Ct,3,h,500000.0,SP,Barry,14/05/2016,13.5,3020.0,3.0,1.0,1.0,541.0,133.0,1970.0,Brimbank,-37.7928,144.804,Western Metropolitan,6763.0,69.56,600.0,160.0,45.0,245.92,42.3
6074,6074,Sunshine West,17 Fern St,3,h,480000.0,PI,Barry,16/04/2016,13.5,3020.0,3.0,1.0,2.0,696.0,148.0,1960.0,Brimbank,-37.7836,144.7988,Western Metropolitan,6763.0,69.56,600.0,160.0,45.0,245.92,42.3
6076,6076,Sunshine West,18 Raymond St,4,h,621000.0,S,Barry,16/07/2016,13.5,3020.0,3.0,1.0,1.0,700.0,130.0,1950.0,Brimbank,-37.7902,144.8102,Western Metropolitan,6763.0,69.56,600.0,160.0,45.0,245.92,42.3
6080,6080,Sunshine West,50 Killara St,3,h,690000.0,S,Burnham,18/03/2017,13.5,3020.0,3.0,1.0,0.0,540.0,121.0,1967.0,Brimbank,-37.789,144.8195,Western Metropolitan,6763.0,69.56,600.0,160.0,45.0,245.92,42.3
6084,6084,Sunshine West,23 Glengala Rd,3,h,547500.0,S,Douglas,18/06/2016,13.5,3020.0,3.0,1.0,2.0,603.0,131.0,1950.0,Brimbank,-37.7891,144.82299999999995,Western Metropolitan,6763.0,69.56,600.0,160.0,45.0,245.92,42.3
6086,6086,Sunshine West,109A David Dr,1,h,280000.0,SP,Jas,19/11/2016,13.5,3020.0,1.0,1.0,2.0,0.0,45.0,2009.0,Brimbank,-37.7913,144.7889,Western Metropolitan,6763.0,69.56,600.0,160.0,45.0,245.92,42.3
6087,6087,Sunshine West,1 Emslie St,3,h,555000.0,S,Barry,22/08/2016,13.5,3020.0,3.0,1.0,1.0,836.0,106.0,1975.0,Brimbank,-37.8003,144.8097,Western Metropolitan,6763.0,69.56,600.0,160.0,45.0,245.92,42.3
6089,6089,Sunshine West,7 Salvatore Ct,3,h,600000.0,PI,Bells,22/08/2016,13.5,3020.0,3.0,2.0,2.0,579.0,156.0,1999.0,Brimbank,-37.7968,144.7991,Western Metropolitan,6763.0,69.56,600.0,160.0,45.0,245.92,42.3
6090,6090,Sunshine West,8a Glengala Rd,3,h,622500.0,S,Douglas,24/09/2016,13.5,3020.0,3.0,1.0,1.0,534.0,131.0,1970.0,Brimbank,-37.7887,144.8231,Western Metropolitan,6763.0,69.56,600.0,160.0,45.0,245.92,42.3
6091,6091,Sunshine West,3/14 Smart St,2,u,350000.0,S,Bells,24/09/2016,13.5,3020.0,2.0,1.0,1.0,235.0,80.0,1990.0,Brimbank,-37.7847,144.8146,Western Metropolitan,6763.0,69.56,600.0,160.0,45.0,245.92,42.3
6092,6092,Sunshine West,4 Apollo Pl,4,h,657000.0,S,hockingstuart,25/02/2017,13.5,3020.0,4.0,2.0,4.0,651.0,178.0,1975.0,Brimbank,-37.7914,144.7918,Western Metropolitan,6763.0,69.56,600.0,160.0,45.0,245.92,42.3
6094,6094,Sunshine West,34 Joan St,3,h,682000.0,S,Barry,26/07/2016,13.5,3020.0,3.0,1.0,1.0,694.0,155.0,1960.0,Brimbank,-37.7894,144.8027,Western Metropolitan,6763.0,69.56,600.0,160.0,45.0,245.92,42.3
6095,6095,Sunshine West,4 Day St,3,h,520000.0,S,Barry,27/06/2016,13.5,3020.0,3.0,1.0,2.0,691.0,170.0,1960.0,Brimbank,-37.7886,144.8138,Western Metropolitan,6763.0,69.56,600.0,160.0,45.0,245.92,42.3
6096,6096,Sunshine West,14 Killeen St,3,h,470000.0,S,Homes,27/06/2016,13.5,3020.0,3.0,1.0,1.0,591.0,103.0,1971.0,Brimbank,-37.7987,144.8196,Western Metropolitan,6763.0,69.56,600.0,160.0,45.0,245.92,42.3
6097,6097,Sunshine West,18 Norton St,3,h,586000.0,S,Barry,27/06/2016,13.5,3020.0,3.0,1.0,1.0,701.0,120.0,1960.0,Brimbank,-37.7843,144.8052,Western Metropolitan,6763.0,69.56,600.0,160.0,45.0,245.92,42.3
6098,6098,Sunshine West,1/40 Warmington Rd,3,h,305000.0,SP,Jellis,27/06/2016,13.5,3020.0,3.0,1.0,2.0,367.0,114.0,1970.0,Brimbank,-37.8018,144.8246,Western Metropolitan,6763.0,69.56,600.0,160.0,45.0,245.92,42.3
6099,6099,Sunshine West,22 Bambara Ct,4,h,705000.0,S,Douglas,27/11/2016,13.5,3020.0,4.0,2.0,4.0,759.0,198.0,1975.0,Brimbank,-37.7951,144.8213,Western Metropolitan,6763.0,69.56,600.0,160.0,45.0,245.92,42.3
6101,6101,Sunshine West,111 Hall St,4,h,645000.0,VB,Barry,27/11/2016,13.5,3020.0,4.0,2.0,3.0,616.0,215.0,1970.0,Brimbank,-37.7904,144.7999,Western Metropolitan,6763.0,69.56,600.0,160.0,45.0,245.92,42.3
6103,6103,Sunshine West,57 Warmington Rd,3,h,500000.0,SP,Barry,27/11/2016,13.5,3020.0,3.0,1.0,2.0,627.0,109.0,1970.0,Brimbank,-37.8023,144.8227,Western Metropolitan,6763.0,69.56,600.0,160.0,45.0,245.92,42.3
6104,6104,Sunshine West,2/42 Bardsley St,3,t,510000.0,SP,Barry,28/05/2016,13.5,3020.0,3.0,2.0,1.0,333.0,141.0,2012.0,Brimbank,-37.7912,144.8215,Western Metropolitan,6763.0,69.56,600.0,160.0,45.0,245.92,42.3
6107,6107,Sunshine West,25 The Avenue,3,h,750500.0,S,Jas,28/08/2016,13.5,3020.0,3.0,2.0,6.0,805.0,181.0,1995.0,Brimbank,-37.7966,144.7928,Western Metropolitan,6763.0,69.56,600.0,160.0,45.0,245.92,42.3
6108,6108,Sunshine West,49 Warmington Rd,3,h,451000.0,S,Douglas,30/07/2016,13.5,3020.0,3.0,1.0,6.0,655.0,146.0,1978.0,Brimbank,-37.8022,144.8235,Western Metropolitan,6763.0,69.56,600.0,160.0,45.0,245.92,42.3
6110,6110,Surrey Hills,2/33 Chestnut St,3,t,1110000.0,S,Fletchers,3/09/2016,11.2,3127.0,4.0,2.0,2.0,401.0,129.0,1970.0,Whitehorse,-37.8332,145.1105,Southern Metropolitan,5457.0,86.41,1699.0,444.5,68.0,136.81,37.29
6117,6117,Surrey Hills,6/38 Boisdale St,2,u,640000.0,VB,Jellis,4/03/2017,11.2,3127.0,2.0,1.0,1.0,0.0,76.0,1970.0,Whitehorse,-37.8356,145.1029,Southern Metropolitan,5457.0,86.41,1699.0,444.5,68.0,136.81,37.29
6120,6120,Surrey Hills,480 Whitehorse Rd,3,h,1700000.0,VB,Fletchers,4/06/2016,11.2,3127.0,3.0,1.0,1.0,763.0,180.0,1930.0,Boroondara,-37.8148,145.0965,Southern Metropolitan,5457.0,86.41,1699.0,444.5,68.0,136.81,37.29
6124,6124,Surrey Hills,22b Essex Rd,4,h,2200000.0,S,Jellis,7/05/2016,11.2,3127.0,4.0,2.0,2.0,734.0,272.0,1920.0,Boroondara,-37.8286,145.092,Southern Metropolitan,5457.0,86.41,1699.0,444.5,68.0,136.81,37.29
6130,6130,Surrey Hills,9 Elm St,4,h,1930000.0,PI,Ray,8/10/2016,11.2,3127.0,4.0,2.0,2.0,867.0,218.0,1950.0,Whitehorse,-37.8346,145.1059,Southern Metropolitan,5457.0,86.41,1699.0,444.5,68.0,136.81,37.29
6131,6131,Surrey Hills,63 Shepherd St,4,h,1812500.0,S,Marshall,8/10/2016,11.2,3127.0,4.0,2.0,2.0,715.0,230.0,1920.0,Whitehorse,-37.8325,145.1114,Southern Metropolitan,5457.0,86.41,1699.0,444.5,68.0,136.81,37.29
6132,6132,Surrey Hills,1/21 Wharton St,2,u,760000.0,S,Noel,8/10/2016,11.2,3127.0,2.0,1.0,1.0,681.0,80.0,1968.0,Boroondara,-37.8159,145.091,Southern Metropolitan,5457.0,86.41,1699.0,444.5,68.0,136.81,37.29
6133,6133,Surrey Hills,255 Elgar Rd,4,h,1300000.0,VB,Fletchers,10/09/2016,11.2,3127.0,4.0,2.0,2.0,809.0,198.0,1950.0,Whitehorse,-37.8337,145.1118,Southern Metropolitan,5457.0,86.41,1699.0,444.5,68.0,136.81,37.29
6136,6136,Surrey Hills,16 Banool Rd,3,h,1960000.0,S,Marshall,10/12/2016,11.2,3127.0,3.0,2.0,2.0,585.0,173.0,1930.0,Boroondara,-37.8167,145.0924,Southern Metropolitan,5457.0,86.41,1699.0,444.5,68.0,136.81,37.29
6140,6140,Surrey Hills,15/20 Florence Rd,3,u,880000.0,S,Fletchers,11/02/2017,11.2,3127.0,3.0,1.0,2.0,217.0,110.0,1970.0,Whitehorse,-37.8287,145.1014,Southern Metropolitan,5457.0,86.41,1699.0,444.5,68.0,136.81,37.29
6142,6142,Surrey Hills,39 Bentley St,3,h,1755000.0,S,Fletchers,12/11/2016,11.2,3127.0,3.0,2.0,2.0,808.0,159.0,1970.0,Whitehorse,-37.832,145.11,Southern Metropolitan,5457.0,86.41,1699.0,444.5,68.0,136.81,37.29
6143,6143,Surrey Hills,95 Guildford Rd,4,h,1700000.0,S,Marshall,12/11/2016,11.2,3127.0,4.0,1.0,1.0,579.0,143.0,1900.0,Boroondara,-37.8224,145.0959,Southern Metropolitan,5457.0,86.41,1699.0,444.5,68.0,136.81,37.29
6146,6146,Surrey Hills,2/23 Broughton Rd,2,u,610000.0,PI,Marshall,15/10/2016,11.2,3127.0,2.0,1.0,1.0,102.0,78.0,1970.0,Whitehorse,-37.8288,145.1048,Southern Metropolitan,5457.0,86.41,1699.0,444.5,68.0,136.81,37.29
6152,6152,Surrey Hills,212 Union Rd,4,h,2050000.0,VB,Jellis,16/04/2016,11.2,3127.0,3.0,2.0,2.0,949.0,293.0,1910.0,Boroondara,-37.8188,145.0984,Southern Metropolitan,5457.0,86.41,1699.0,444.5,68.0,136.81,37.29
6154,6154,Surrey Hills,6 Alandale St,3,h,1150000.0,S,Marshall,17/09/2016,11.2,3127.0,3.0,2.0,1.0,247.0,145.0,2005.0,Whitehorse,-37.836,145.1046,Southern Metropolitan,5457.0,86.41,1699.0,444.5,68.0,136.81,37.29
6157,6157,Surrey Hills,2/215 Mont Albert Rd,2,t,770500.0,S,Jellis,17/09/2016,11.2,3127.0,1.0,2.0,1.0,88.0,92.0,1997.0,Boroondara,-37.819,145.0888,Southern Metropolitan,5457.0,86.41,1699.0,444.5,68.0,136.81,37.29
6159,6159,Surrey Hills,7/92 Union Rd,2,u,600000.0,PI,Noel,17/09/2016,11.2,3127.0,2.0,1.0,1.0,101.0,105.0,1975.0,Boroondara,-37.8263,145.0962,Southern Metropolitan,5457.0,86.41,1699.0,444.5,68.0,136.81,37.29
6166,6166,Surrey Hills,1 Marne St,4,h,2125000.0,PI,Marshall,22/05/2016,11.2,3127.0,4.0,2.0,2.0,702.0,239.0,1927.0,Boroondara,-37.8345,145.095,Southern Metropolitan,5457.0,86.41,1699.0,444.5,68.0,136.81,37.29
6167,6167,Surrey Hills,4/5 Middlesex Rd,2,u,656000.0,S,Fletchers,22/05/2016,11.2,3127.0,1.0,1.0,1.0,951.0,76.0,1970.0,Boroondara,-37.8261,145.0902,Southern Metropolitan,5457.0,86.41,1699.0,444.5,68.0,136.81,37.29
6172,6172,Surrey Hills,3/5 Florence Rd,3,t,865000.0,S,Noel,25/02/2017,11.2,3127.0,3.0,1.0,1.0,217.0,101.0,1970.0,Whitehorse,-37.8275,145.1032,Southern Metropolitan,5457.0,86.41,1699.0,444.5,68.0,136.81,37.29
6174,6174,Surrey Hills,20 Scottsdale St,4,h,2160000.0,PI,Jellis,25/02/2017,11.2,3127.0,4.0,3.0,4.0,1064.0,236.0,1969.0,Whitehorse,-37.8324,145.1018,Southern Metropolitan,5457.0,86.41,1699.0,444.5,68.0,136.81,37.29
6177,6177,Surrey Hills,17 Weybridge St,3,h,2300000.0,S,Fletchers,27/06/2016,11.2,3127.0,3.0,2.0,1.0,735.0,219.0,1920.0,Boroondara,-37.8182,145.096,Southern Metropolitan,5457.0,86.41,1699.0,444.5,68.0,136.81,37.29
6180,6180,Surrey Hills,2/23 Clyde St,2,u,600000.0,VB,Noel,27/11/2016,11.2,3127.0,2.0,1.0,2.0,124.0,80.0,1985.0,Boroondara,-37.8159,145.0902,Southern Metropolitan,5457.0,86.41,1699.0,444.5,68.0,136.81,37.29
6181,6181,Surrey Hills,17 Empress Rd,3,h,2180000.0,SP,Jellis,27/11/2016,11.2,3127.0,3.0,1.0,2.0,441.0,128.0,1910.0,Boroondara,-37.8204,145.0887,Southern Metropolitan,5457.0,86.41,1699.0,444.5,68.0,136.81,37.29
6185,6185,Surrey Hills,20 Anderson St,3,h,1251000.0,S,Woodards,28/05/2016,11.2,3127.0,4.0,2.0,1.0,536.0,211.0,1930.0,Boroondara,-37.8309,145.0946,Southern Metropolitan,5457.0,86.41,1699.0,444.5,68.0,136.81,37.29
6188,6188,Surrey Hills,33 Ross St,4,h,1835000.0,SP,Jellis,28/05/2016,11.2,3127.0,4.0,2.0,2.0,619.0,185.0,1930.0,Boroondara,-37.8171,145.0934,Southern Metropolitan,5457.0,86.41,1699.0,444.5,68.0,136.81,37.29
6189,6189,Surrey Hills,3/4 Wells St,2,u,778500.0,S,Noel,28/05/2016,11.2,3127.0,2.0,1.0,1.0,170.0,78.0,1960.0,Boroondara,-37.8186,145.0892,Southern Metropolitan,5457.0,86.41,1699.0,444.5,68.0,136.81,37.29
6193,6193,Templestowe Lower,3 Waratah Dr,4,h,1201000.0,SP,Zahn,3/09/2016,13.8,3107.0,4.0,2.0,2.0,657.0,221.0,1978.0,Manningham,-37.7624,145.1175,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6194,6194,Templestowe Lower,41 Dellfield Dr,4,h,1165000.0,S,Barry,3/12/2016,13.8,3107.0,4.0,2.0,4.0,673.0,170.0,1972.0,Manningham,-37.7647,145.1246,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6196,6196,Templestowe Lower,120 Templestowe Rd,3,h,742500.0,S,Philip,3/12/2016,13.8,3107.0,3.0,1.0,2.0,313.0,128.0,1980.0,Manningham,-37.7556,145.0946,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6199,6199,Templestowe Lower,65 Glenair St,3,h,1101000.0,S,Barry,4/06/2016,13.8,3107.0,3.0,2.0,2.0,643.0,135.0,1965.0,Manningham,-37.7602,145.1166,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6202,6202,Templestowe Lower,8 Corroboree Pl,3,h,1200000.0,S,Jellis,6/08/2016,13.8,3107.0,3.0,1.0,2.0,730.0,155.0,1960.0,Manningham,-37.76,145.1054,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6203,6203,Templestowe Lower,157 Swanston St,4,h,990000.0,PI,Barry,6/08/2016,13.8,3107.0,4.0,2.0,2.0,652.0,189.0,1973.0,Manningham,-37.7573,145.0994,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6204,6204,Templestowe Lower,271 High St,4,h,1500000.0,SP,Jellis,7/05/2016,13.8,3107.0,4.0,2.0,2.0,420.0,255.0,2013.0,Manningham,-37.767,145.119,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6205,6205,Templestowe Lower,315 Thompsons Rd,3,h,1290000.0,S,Barry,7/11/2016,13.8,3107.0,3.0,1.0,2.0,900.0,125.0,1960.0,Manningham,-37.764,145.1097,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6206,6206,Templestowe Lower,360 Thompsons Rd,4,h,790000.0,PI,Mason,8/10/2016,13.8,3107.0,4.0,2.0,5.0,671.0,180.0,1970.0,Manningham,-37.7631,145.1108,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6208,6208,Templestowe Lower,65 Fyfe Dr,4,h,1421000.0,S,Barry,10/09/2016,13.8,3107.0,4.0,2.0,2.0,650.0,260.0,1980.0,Manningham,-37.7694,145.1222,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6209,6209,Templestowe Lower,4 Finn Ct,3,h,1051000.0,S,Jellis,10/12/2016,13.8,3107.0,3.0,2.0,1.0,962.0,142.0,1970.0,Manningham,-37.7644,145.112,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6213,6213,Templestowe Lower,16 Clauscen St,4,h,1280000.0,PI,Jellis,12/11/2016,13.8,3107.0,4.0,2.0,2.0,681.0,158.0,1970.0,Manningham,-37.7646,145.1167,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6215,6215,Templestowe Lower,253 Thompsons Rd,4,h,1000000.0,VB,hockingstuart,13/08/2016,13.8,3107.0,4.0,3.0,2.0,728.0,164.0,1970.0,Manningham,-37.768,145.1027,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6216,6216,Templestowe Lower,2/47 Parker St,2,t,678000.0,S,Barry,15/10/2016,13.8,3107.0,2.0,1.0,1.0,340.0,90.0,1980.0,Manningham,-37.7564,145.1195,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6217,6217,Templestowe Lower,13 Tasker St,3,h,1010000.0,S,Barry,16/04/2016,13.8,3107.0,3.0,2.0,2.0,751.0,175.0,1968.0,Manningham,-37.77,145.1025,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6219,6219,Templestowe Lower,34 Parker St,3,h,1210000.0,PI,Barry,18/03/2017,13.8,3107.0,3.0,1.0,1.0,794.0,134.0,1960.0,Manningham,-37.7569,145.1179,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6222,6222,Templestowe Lower,133 MacEdon Rd,4,h,945000.0,PI,Jellis,18/06/2016,13.8,3107.0,4.0,2.0,2.0,675.0,181.0,1985.0,Manningham,-37.764,145.1145,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6223,6223,Templestowe Lower,2/27 Ruffey St,3,u,725000.0,S,Barry,18/06/2016,13.8,3107.0,3.0,1.0,1.0,465.0,105.0,1975.0,Manningham,-37.7549,145.1185,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6225,6225,Templestowe Lower,3 Buller Tce,3,h,1211000.0,S,Philip,19/11/2016,13.8,3107.0,3.0,2.0,2.0,875.0,123.0,1970.0,Manningham,-37.767,145.1097,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6226,6226,Templestowe Lower,135 MacEdon Rd,4,h,1100000.0,PI,Barry,19/11/2016,13.8,3107.0,4.0,2.0,4.0,654.0,199.0,1970.0,Manningham,-37.7639,145.1145,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6231,6231,Templestowe Lower,15 Killarney Rd,3,h,1002000.0,S,Barry,24/09/2016,13.8,3107.0,3.0,1.0,2.0,799.0,174.0,1960.0,Manningham,-37.7698,145.1028,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6233,6233,Templestowe Lower,20 Astley St,4,h,1209000.0,S,Barry,26/07/2016,13.8,3107.0,4.0,2.0,2.0,770.0,160.0,1965.0,Manningham,-37.7617,145.1065,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6236,6236,Templestowe Lower,5 MacRobertson St,4,h,1118000.0,S,Philip,27/06/2016,13.8,3107.0,4.0,2.0,2.0,705.0,195.0,1970.0,Manningham,-37.7595,145.1176,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6238,6238,Templestowe Lower,208 Templestowe Rd,4,h,903000.0,S,Barry,27/06/2016,13.8,3107.0,4.0,1.0,2.0,618.0,22.0,1960.0,Manningham,-37.7564,145.1043,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6239,6239,Templestowe Lower,4 Caroline Dr,3,h,1220000.0,SP,Jellis,27/11/2016,13.8,3107.0,3.0,1.0,2.0,720.0,133.0,1960.0,Manningham,-37.7668,145.1086,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6242,6242,Templestowe Lower,26 Horsfall St,4,h,1650000.0,PI,Jellis,27/11/2016,13.8,3107.0,4.0,2.0,2.0,673.0,280.0,2005.0,Manningham,-37.7647,145.1186,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6243,6243,Templestowe Lower,78 Olympus Dr,4,h,1182500.0,S,Barry,27/11/2016,13.8,3107.0,4.0,2.0,2.0,650.0,150.0,1975.0,Manningham,-37.7764,145.1216,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6244,6244,Templestowe Lower,132 Templestowe Rd,4,h,1020000.0,S,Barry,27/11/2016,13.8,3107.0,4.0,2.0,2.0,652.0,145.0,1965.0,Manningham,-37.7557,145.0957,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6246,6246,Templestowe Lower,23 Hotham St,3,h,650000.0,VB,RT,28/05/2016,13.8,3107.0,3.0,1.0,2.0,327.0,120.0,1975.0,Manningham,-37.7709,145.1104,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6248,6248,Templestowe Lower,16 Rosa St,3,h,1509000.0,S,Barry,28/05/2016,13.8,3107.0,3.0,2.0,2.0,812.0,158.0,1960.0,Manningham,-37.7714,145.1141,Eastern Metropolitan,5420.0,228.26,1400.0,350.0,19.0,609.09,75.31
6253,6253,Thornbury,2/6 Kemp St,1,u,517500.0,S,Harcourts,3/12/2016,6.5,3071.0,1.0,1.0,0.0,0.0,53.0,1910.0,Darebin,-37.762,144.996,Northern Metropolitan,8870.0,125.01,2580.1,675.8,114.0,215.45,44.04
6254,6254,Thornbury,40/337 Station St,1,u,370000.0,VB,Jellis,3/12/2016,6.5,3071.0,1.0,1.0,1.0,0.0,62.0,1999.0,Darebin,-37.7634,145.02100000000004,Northern Metropolitan,8870.0,125.01,2580.1,675.8,114.0,215.45,44.04
6255,6255,Thornbury,3/125 Fyffe St,2,t,805000.0,S,Nelson,4/02/2016,6.5,3071.0,2.0,1.0,2.0,164.0,95.0,2009.0,Darebin,-37.7536,144.9825,Northern Metropolitan,8870.0,125.01,2580.1,675.8,114.0,215.45,44.04
6256,6256,Thornbury,184 Raleigh St,4,h,1428888.0,SP,Miles,4/03/2017,6.5,3071.0,4.0,2.0,1.0,470.0,153.0,1930.0,Darebin,-37.7601,145.0122,Northern Metropolitan,8870.0,125.01,2580.1,675.8,114.0,215.45,44.04
6257,6257,Thornbury,40 Wales St,2,h,940000.0,S,Nelson,7/05/2016,6.5,3071.0,2.0,1.0,1.0,372.0,110.0,1950.0,Darebin,-37.7631,145.0091,Northern Metropolitan,8870.0,125.01,2580.1,675.8,114.0,215.45,44.04
6258,6258,Thornbury,6/89 Ballantyne St,1,u,270000.0,PI,Nelson,7/11/2016,6.5,3071.0,1.0,1.0,1.0,0.0,33.0,1970.0,Darebin,-37.7581,144.9944,Northern Metropolitan,8870.0,125.01,2580.1,675.8,114.0,215.45,44.04
6265,6265,Thornbury,2/54 Pender St,1,u,365000.0,S,McGrath,10/12/2016,6.5,3071.0,1.0,1.0,1.0,0.0,40.0,1970.0,Darebin,-37.7544,145.0092,Northern Metropolitan,8870.0,125.01,2580.1,675.8,114.0,215.45,44.04
6267,6267,Thornbury,1/13 Mansfield St,2,u,525500.0,S,Nelson,11/02/2017,6.5,3071.0,2.0,1.0,1.0,724.0,72.0,1975.0,Darebin,-37.7564,145.0026,Northern Metropolitan,8870.0,125.01,2580.1,675.8,114.0,215.45,44.04
6269,6269,Thornbury,4 Kelvin Gr,2,h,944000.0,SP,Barry,12/06/2016,6.5,3071.0,2.0,1.0,1.0,185.0,78.0,1900.0,Darebin,-37.76300000000001,145.0025,Northern Metropolitan,8870.0,125.01,2580.1,675.8,114.0,215.45,44.04
6271,6271,Thornbury,51 Alston St,3,h,887000.0,S,Love,12/11/2016,6.5,3071.0,3.0,2.0,2.0,540.0,129.0,1935.0,Darebin,-37.7554,145.0211,Northern Metropolitan,8870.0,125.01,2580.1,675.8,114.0,215.45,44.04
6273,6273,Thornbury,220a Mansfield St,3,h,701000.0,S,Stockdale,13/08/2016,6.5,3071.0,3.0,3.0,2.0,273.0,71.0,1958.0,Darebin,-37.7583,145.0174,Northern Metropolitan,8870.0,125.01,2580.1,675.8,114.0,215.45,44.04
6275,6275,Thornbury,46 Harold St,2,h,1110000.0,SP,Barry,14/05/2016,6.5,3071.0,2.0,1.0,0.0,288.0,105.0,1925.0,Darebin,-37.7564,144.9971,Northern Metropolitan,8870.0,125.01,2580.1,675.8,114.0,215.45,44.04
6277,6277,Thornbury,1/219 Raleigh St,1,u,332000.0,SP,Harcourts,14/05/2016,6.5,3071.0,1.0,1.0,1.0,612.0,48.0,1975.0,Darebin,-37.7603,145.0165,Northern Metropolitan,8870.0,125.01,2580.1,675.8,114.0,215.45,44.04
6278,6278,Thornbury,126 Keon St,3,h,1265000.0,S,Jellis,15/10/2016,6.5,3071.0,3.0,2.0,2.0,397.0,97.0,1920.0,Darebin,-37.7515,144.9857,Northern Metropolitan,8870.0,125.01,2580.1,675.8,114.0,215.45,44.04
6279,6279,Thornbury,111 Smith St,2,h,1085000.0,S,Nelson,15/10/2016,6.5,3071.0,2.0,1.0,2.0,303.0,102.0,1930.0,Darebin,-37.7569,144.9914,Northern Metropolitan,8870.0,125.01,2580.1,675.8,114.0,215.45,44.04
6280,6280,Thornbury,10 Ethel St,3,h,898000.0,S,hockingstuart,16/04/2016,6.5,3071.0,3.0,2.0,2.0,210.0,108.0,2010.0,Darebin,-37.7551,144.9993,Northern Metropolitan,8870.0,125.01,2580.1,675.8,114.0,215.45,44.04
6281,6281,Thornbury,22 Gooch St,3,h,1235000.0,S,Jellis,16/04/2016,6.5,3071.0,3.0,3.0,1.0,288.0,133.0,1920.0,Darebin,-37.7583,145.0025,Northern Metropolitan,8870.0,125.01,2580.1,675.8,114.0,215.45,44.04
6282,6282,Thornbury,52a Leinster Gr,3,t,910500.0,SP,hockingstuart,16/04/2016,6.5,3071.0,3.0,2.0,2.0,157.0,144.0,2010.0,Darebin,-37.759,144.988,Northern Metropolitan,8870.0,125.01,2580.1,675.8,114.0,215.45,44.04
6283,6283,Thornbury,37 Lewis St,3,h,995000.0,S,Jellis,16/04/2016,6.5,3071.0,2.0,1.0,1.0,327.0,96.0,1920.0,Darebin,-37.7574,144.9854,Northern Metropolitan,8870.0,125.01,2580.1,675.8,114.0,215.45,44.04
6284,6284,Thornbury,84 Raleigh St,2,h,760000.0,S,Nelson,16/04/2016,6.5,3071.0,2.0,1.0,0.0,0.0,75.0,1900.0,Darebin,-37.7595,145.0061,Northern Metropolitan,8870.0,125.01,2580.1,675.8,114.0,215.45,44.04
6285,6285,Thornbury,4/305 Rossmoyne St,2,u,505000.0,S,Jellis,16/04/2016,6.5,3071.0,2.0,1.0,0.0,0.0,80.0,1980.0,Darebin,-37.7591,145.0211,Northern Metropolitan,8870.0,125.01,2580.1,675.8,114.0,215.45,44.04
6286,6286,Thornbury,11 Clarendon St,3,h,1400000.0,SP,Jellis,17/09/2016,6.5,3071.0,2.0,2.0,1.0,417.0,159.0,1920.0,Darebin,-37.7595,145.0017,Northern Metropolitan,8870.0,125.01,2580.1,675.8,114.0,215.45,44.04
